Firm Name,Group,Joint Reporting,Reporting period,Banking and credit cards,Decumulation & pensions,Home finance,Insurance & pure protection,Investments,
OVO (S) HOME SERVICES LIMITED,SSE PLC,no,2022-07-01 to 2022-12-31,,,,65.93%,,65.93%
Paragon Bank Plc,PARAGON BANKING GROUP PLC,yes,2022-04-01 to 2022-09-30,56.77%,,58.75%,12.50%,,57.00%
People's Administration Services Limited,NO GROUP,no,2022-04-01 to 2022-09-30,,13.37%,,,,13.37%
Pepper (UK) Limited,PEPPER FINANCIAL SERVICES GROUP,no,2022-07-01 to 2022-12-31,,,24.67%,,,24.67%
Phoenix Life Assurance Limited,PHOENIX GROUP,no,2022-07-01 to 2022-12-31,,76.60%,100.00%,65.94%,81.01%,75.99%
Phoenix Life Limited,PHOENIX GROUP,no,2022-07-01 to 2022-12-31,,67.73%,66.67%,63.70%,83.08%,67.66%
Pinnacle Insurance Plc,BNP PARIBAS GROUP,no,2022-07-01 to 2022-12-31,,,,30.30%,,30.30%
Post Office Management Services Limited,POST OFFICE LIMITED,no,2022-04-01 to 2022-09-30,,,,42.06%,,42.06%
Principality Building Society,PRINCIPALITY BUILDING SOCIETY,no,2022-07-01 to 2022-12-31,52.11%,,49.76%,,,50.54%
QBE UK Limited,QBE INSURANCE GROUP,no,2022-07-01 to 2022-12-31,,,,65.36%,,65.36%
Qmetric Group Limited,NO GROUP,no,2022-04-01 to 2022-09-30,,,,17.83%,,17.83%
Quilter Investment Platform Limited,QUILTER PLC GROUP,no,2022-07-01 to 2022-12-31,,,,,69.49%,69.49%
Quilter Life & Pensions Limited,QUILTER PLC GROUP,no,2022-07-01 to 2022-12-31,,68.86%,,,71.00%,69.11%
RAC Motoring Services,RAC GROUP (HOLDINGS) LIMITED,yes,2022-07-01 to 2022-12-31,,,,31.11%,,31.11%
RBS Collective Investment Funds Limited,THE ROYAL BANK OF SCOTLAND GROUP,no,2022-07-01 to 2022-12-31,,,,,68.08%,68.08%
ReAssure Life Limited,PHOENIX GROUP,no,2022-07-01 to 2022-12-31,,73.72%,,76.28%,74.56%,74.94%
ReAssure Limited,PHOENIX GROUP,no,2022-07-01 to 2022-12-31,,72.51%,,60.64%,68.03%,70.17%
Reassured Ltd,NO GROUP,no,2022-02-01 to 2022-07-31,,,,56.48%,,56.48%
Rock Insurance Services Limited,NO GROUP,no,2022-07-01 to 2022-12-31,,,,31.37%,,31.37%
Royal & Sun Alliance Insurance Limited,RSA INSURANCE UK,no,2022-07-01 to 2022-12-31,,,,59.45%,,59.45%
Sabre Insurance Company Limited,SABRE INSURANCE GROUP PLC,no,2022-07-01 to 2022-12-31,,,,55.81%,,55.81%
Saga Services Limited,SAGA PLC,no,2022-02-01 to 2022-07-31,,,,54.20%,,54.20%
Santander Consumer (UK) Plc,SANTANDER UK GROUP,no,2022-07-01 to 2022-12-31,,,,,,0.00%
Santander UK Plc,SANTANDER UK GROUP,no,2022-07-01 to 2022-12-31,46.02%,34.48%,54.06%,62.71%,7.94%,46.78%
Scottish Equitable Plc,AEGON N.V.,no,2022-07-01 to 2022-12-31,,60.65%,,47.34%,47.73%,59.11%
Scottish Friendly Assurance Society Limited,NO GROUP,no,2022-07-01 to 2022-12-31,,83.77%,,54.03%,75.47%,74.59%
Scottish Widows Administration Services Limited,LLOYDS BANKING GROUP PLC,no,2022-07-01 to 2022-12-31,,60.58%,,,,60.58%
Scottish Widows Limited,LLOYDS BANKING GROUP PLC,no,2022-07-01 to 2022-12-31,,86.04%,,81.14%,92.29%,86.42%
Scottish Widows Unit Trust Managers Limited,LLOYDS BANKING GROUP PLC,no,2022-07-01 to 2022-12-31,,,,,76.43%,76.43%
Secure Trust Bank Plc,SECURE TRUST BANK PLC,no,2022-07-01 to 2022-12-31,55.27%,,,,,55.27%
Shawbrook Bank Limited,SHAWBROOK GROUP PLC,no,2022-07-01 to 2022-12-31,62.34%,,49.47%,,,58.55%
Shop Direct Finance Company Limited,THE VERY GROUP,no,2022-07-01 to 2022-12-31,,,,25.36%,,25.36%
Simplyhealth Access,SIMPLYHEALTH GROUP LIMITED,no,2022-07-01 to 2022-12-31,,,,35.79%,,35.79%
Skipton Building Society,SKIPTON BUILDING SOCIETY,no,2022-07-01 to 2022-12-31,78.08%,76.67%,57.49%,50.00%,64.08%,72.60%
Society of Lloyd's,SOCIETY OF LLOYD'S,no,2022-07-01 to 2022-12-31,,,,47.51%,,47.51%
St James's Place UK plc,ST. JAMES'S PLACE PLC,no,2022-07-01 to 2022-12-31,,76.54%,,70.00%,81.07%,77.78%
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC,no,2022-07-01 to 2022-12-31,,26.91%,60.00%,21.88%,24.63%,26.03%
Standard Life Assurance Limited,PHOENIX GROUP,no,2022-07-01 to 2022-12-31,,57.43%,75.00%,36.36%,47.11%,56.58%
Starling Bank Limited,NO GROUP,no,2022-04-01 to 2022-09-30,30.68%,,,,,30.68%
Starr International (Europe) Limited,"STARR INTERNATIONAL COMPANY, INC.",no,2022-07-01 to 2022-12-31,,,,22.23%,,22.23%
Stellantis Financial Services UK Limited,STELLANTIS FINANCIAL SERVICES UK LTD,no,2022-07-01 to 2022-12-31,,,,25.00%,,25.00%
Studio Retail Limited,NO GROUP,no,2022-05-01 to 2022-10-31,,,,86.67%,86.67%,86.67%
Sun Life Assurance Company of Canada (U.K.) Limited,SUN LIFE FINANCIAL INC.,no,2022-07-01 to 2022-12-31,,80.82%,,89.12%,86.70%,84.45%
Target Servicing Limited,NO GROUP,no,2022-04-01 to 2022-09-30,,,42.68%,,,42.68%
Telefonica Seguros y Reaseguros Compania Aseguradora S.A.U.,TELEFONICA GROUP,no,2022-07-01 to 2022-12-31,,,,62.24%,,62.24%
Telefonica UK Limited,TELEFONICA GROUP,no,2022-07-01 to 2022-12-31,,,,61.11%,,61.11%
Tesco Personal Finance PLC,TESCO BANK (TESCO PLC),no,2022-03-01 to 2022-08-31,49.72%,,,36.99%,,47.94%
Tesco Underwriting Limited,TESCO BANK (TESCO PLC),no,2022-03-01 to 2022-08-31,,,,53.81%,,53.81%
The Co-operative Bank Plc,CO-OPERATIVE BANK HOLDINGS (THE),no,2022-07-01 to 2022-12-31,49.08%,33.33%,52.98%,50.00%,25.00%,49.35%
The Mortgage Business Plc,LLOYDS BANKING GROUP PLC,no,2022-07-01 to 2022-12-31,,,44.77%,,,44.77%
The Mortgage Works (UK) Plc,NATIONWIDE BUILDING SOCIETY,no,2022-04-01 to 2022-09-30,,,65.48%,,,65.48%
The National Farmers' Union Mutual Insurance Society Limited,NFU MUTUAL INSURANCE SOCIETY LIMITED,yes,2022-07-01 to 2022-12-31,,33.73%,,60.42%,33.33%,59.74%
The Prudential Assurance Company Limited,PRUDENTIAL PLC,yes,2022-07-01 to 2022-12-31,,86.30%,31.25%,89.18%,85.49%,86.18%
The Royal Bank of Scotland Plc,NATWEST GROUP,no,2022-07-01 to 2022-12-31,77.48%,,78.61%,66.67%,62.86%,77.43%
The Royal London Mutual Insurance Society Limited,THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LTD,no,2022-07-01 to 2022-12-31,,64.98%,,52.42%,58.19%,61.43%
Topaz Finance Limited,NO GROUP,no,2022-07-01 to 2022-12-31,,,61.65%,,,61.65%
Triodos Bank UK Limited,TRIODOS BANK NV,no,2022-07-01 to 2022-12-31,37.08%,,,,41.94%,37.38%
TSB Bank plc,BANCO DE SABADELL SA,no,2022-07-01 to 2022-12-31,73.68%,,63.35%,62.50%,,72.90%
U K Insurance Limited,DIRECT LINE INSURANCE GROUP PLC,no,2022-07-01 to 2022-12-31,,,,74.51%,,74.51%
UBS AG,UBS GROUP AG,no,2022-07-01 to 2022-12-31,28.57%,,11.11%,,65.87%,61.81%
"Vanguard Asset Management, Ltd",VANGUARD ASSET MANAGEMENT LTD,no,2022-07-01 to 2022-12-31,,70.94%,,,64.07%,65.93%
Vanquis Bank Limited,PROVIDENT FINANCIAL PLC,no,2022-07-01 to 2022-12-31,36.58%,,,,,36.58%
Vitality Corporate Services Limited,DISCOVERY LIMITED,no,2022-07-01 to 2022-12-31,,81.82%,,65.06%,76.92%,65.34%
Vodafone Limited,VODAFONE GROUP,no,2022-04-01 to 2022-09-30,,,,56.43%,,56.43%
Volkswagen Financial Services (UK) Limited,VOLKSWAGEN GROUP,no,2022-07-01 to 2022-12-31,,,,,,0.00%
Wescot Credit Services Limited,NO GROUP,no,2022-07-01 to 2022-12-31,34.35%,,,,,34.35%
Xbridge Limited,NO GROUP,no,2022-07-01 to 2022-12-31,,,,44.47%,,44.47%
Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,no,2022-07-01 to 2022-12-31,71.04%,,64.99%,35.29%,50.00%,69.35%
Zopa Bank Limited,NO GROUP,no,2022-07-01 to 2022-12-31,48.46%,,,,,48.46%
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG,no,2022-07-01 to 2022-12-31,,42.63%,,46.15%,46.08%,44.97%
Zurich Insurance PLC,ZURICH INSURANCE GROUP AG,no,2022-07-01 to 2022-12-31,,,,70.37%,,70.37%
Accord Mortgages Limited,ACCORD MORTGAGES LIMITED,no,2022-01-01 to 2022-06-30,100.00%,,59.82%,,,
Acm Ulr Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,53.62%,,
Adrian Flux Insurance Services Group,NO GROUP,no,2021-09-01 to 2022-02-28,,,,16.11%,,
Advanced Payment Solutions Limited,NO GROUP,no,2021-10-01 to 2022-03-31,16.75%,,,,,
Advisory Insurance Brokers Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,67.15%,,
Affinity Insurance Solutions Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,54.40%,,
Ageas Insurance Limited,AGEAS SA-NV,no,2022-01-01 to 2022-06-30,,,,49.10%,,
Ageas Retail Limited,AGEAS SA-NV,no,2022-01-01 to 2022-06-30,,,,39.21%,,
AIB Group (UK) Plc,AIB GROUP PUBLIC LIMITED COMPANY,no,2022-01-01 to 2022-06-30,60.12%,,70.97%,50.00%,,
Aioi Nissay Dowa Insurance UK Limited,NO GROUP,yes,2022-01-01 to 2022-06-30,,,,62.73%,,
AJ Bell Management Limited,NO GROUP,no,2021-10-01 to 2022-03-31,46.67%,46.00%,,,,
Aldermore Bank Plc,FIRSTRAND LIMITED,no,2022-01-01 to 2022-06-30,69.07%,,72.41%,,,
Allianz Insurance Plc,NO GROUP,no,2022-01-01 to 2022-06-30,,,,72.03%,,
American Express Services Europe Limited (AESEL),AMERICAN EXPRESS,no,2022-01-01 to 2022-06-30,42.06%,,,16.67%,,
AMERICAN INTERNATIONAL GROUP UK LIMITED,"AMERICAN INTERNATIONAL GROUP, INC. (AIG)",no,2021-12-01 to 2022-05-31,,,,63.53%,,
Amtrust Europe Limited,AMTRUST FINANCIAL SERVICES INC,no,2022-01-01 to 2022-06-30,,,,45.53%,,
Animal Friends Insurance Services Ltd,NO GROUP,no,2022-01-01 to 2022-06-30,,,,39.81%,,
Arthur J. Gallagher Insurance Brokers Limited,NO GROUP,yes,2022-01-01 to 2022-06-30,,,,52.26%,,
Assurant General Insurance Limited,ASSURANT INC,no,2022-01-01 to 2022-06-30,,,,48.57%,,
Astrenska Insurance Limited,NO GROUP,no,2021-11-01 to 2022-04-30,,,,53.11%,,
Asurion Europe Limited,NEW ASURION CORP,no,2022-01-01 to 2022-06-30,,,,33.33%,,
ATLANTA 1 INSURANCE SERVICES LIMITED,ARDONAGH GROUP,no,2022-01-01 to 2022-06-30,,,,34.34%,,
Atlanta Insurance Intermediaries Limited,ARDONAGH GROUP LIMITED,no,2022-01-01 to 2022-06-30,,,,42.34%,,
Automobile Association Insurance Services Limited,NO GROUP,no,2021-08-01 to 2022-01-31,,,,34.65%,,
Avantia Insurance Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,,,
Aviva Insurance Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,61.13%,,
Aviva Life Services UK Limited,AVIVA PLC,no,2022-01-01 to 2022-06-30,,68.82%,38.74%,50.57%,69.66%,
AWP Assistance UK Ltd,ALLIANZ SE,no,2022-01-01 to 2022-06-30,,,,79.74%,,
AXA Insurance UK Plc,AXA SA,no,2022-01-01 to 2022-06-30,,,,65.90%,,
AXA PPP Healthcare Limited,AXA SA,no,2022-01-01 to 2022-06-30,,,,53.10%,,
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP PLC,yes,2022-01-01 to 2022-06-30,45.70%,,42.91%,,,
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,no,2022-01-01 to 2022-06-30,66.49%,35.71%,56.33%,7.76%,33.11%,
Barbon Insurance Group Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,50.88%,,
Barclays Bank Plc,BARCLAYS PLC,no,2022-01-01 to 2022-06-30,70.26%,,83.33%,,29.27%,
Barclays Bank UK PLC,BARCLAYS PLC,yes,2022-01-01 to 2022-06-30,62.97%,47.46%,73.45%,39.99%,58.47%,
Bennetts Motorcycling Services Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,46.24%,,
BISL Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,44.87%,,
Black Horse Limited,BARCLAYS PLC,no,2022-01-01 to 2022-06-30,,,45.45%,,,
Bradford & Bingley Limited,UK ASSET RESOLUTION LIMITED,yes,2021-10-01 to 2022-03-31,,28.57%,37.10%,28.57%,42.86%,
Brightside Insurance Services Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,52.33%,,
British Gas Services Limited,CENTRICA PLC,yes,2022-01-01 to 2022-06-30,,,,98.63%,,
BUPA Insurance Services Limited,THE BRITISH UNITED PROVIDENT ASSOCIATION LTD,yes,2022-01-01 to 2022-06-30,,,,56.75%,,
Cabot Credit Management Group Limited,NO GROUP,no,2022-01-01 to 2022-06-30,23.55%,,44.74%,,,
Call Assist Ltd,CALL ASSIST LIMITED,no,2021-11-01 to 2022-04-30,,,,38.61%,,
Capital One (Europe) plc,CAPITAL ONE FINANCIAL CORPORATION,no,2022-01-01 to 2022-06-30,31.92%,,,12.88%,,
Car Care Plan Ltd,AMTRUST FINANCIAL SERVICES INC,yes,2022-01-01 to 2022-06-30,,,,36.04%,,
Carfinance247 Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,,,
Carole Nash Insurance Consultants Ltd,ARDONAGH GROUP,no,2022-01-01 to 2022-06-30,,,,46.31%,,
Cater Allen Limited,NO GROUP,no,2022-01-01 to 2022-06-30,51.53%,,,,,
Charter Court Financial Services Limited,NO GROUP,no,2022-01-01 to 2022-06-30,40.88%,,38.27%,,,
Citibank UK Limited,NO GROUP,no,2022-01-01 to 2022-06-30,13.37%,,,33.33%,41.86%,
ClearBank Limited,NO GROUP,no,2022-01-01 to 2022-06-30,55.92%,,,,,
Close Brothers Limited,NO GROUP,no,2021-08-01 to 2022-01-31,35.71%,,,,,
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,yes,2021-10-01 to 2022-03-31,76.20%,,69.87%,53.57%,21.43%,
Cofunds Limited,AEGON GROUP,no,2022-01-01 to 2022-06-30,,62.50%,,,59.95%,
Columbia Threadneedle Management Limited,NO GROUP,no,2021-11-01 to 2022-04-30,,,,,41.12%,
Connells Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,53.95%,29.82%,,
Corgi Homeplan Ltd,US BANCORP,no,2022-01-01 to 2022-06-30,,,,73.07%,,
Coutts & Company,THE ROYAL BANK OF SCOTLAND GROUP,no,2022-01-01 to 2022-06-30,55.90%,71.43%,62.38%,40.00%,78.46%,
Covea Insurance plc,NO GROUP,yes,2022-01-01 to 2022-06-30,,,,53.54%,,
Coventry Building Society,COVENTRY BUILDING SOCIETY,no,2022-01-01 to 2022-06-30,52.08%,,78.13%,50.00%,,
Creation Consumer Finance Ltd,BNP PARIBAS SA,no,2022-01-01 to 2022-06-30,33.79%,,,100.00%,,
Creation Financial Services Limited,BNP PARIBAS SA,no,2022-01-01 to 2022-06-30,34.47%,,,100.00%,,
Currys Retail Limited,NO GROUP,no,2021-11-01 to 2022-04-30,,,,43.16%,,
Cynergy Bank Limited,CYNERGY CAPITAL LTD,no,2022-01-01 to 2022-06-30,74.92%,,78.57%,,,
DAS Legal Expenses Insurance Company Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,64.71%,,
Devitt Insurance Services Ltd,NO GROUP,no,2022-01-01 to 2022-06-30,,,,44.49%,,
Domestic & General Insurance Plc,CVC CAPITAL PARTNERS ADVISORY GROUP HOLDING FOUNDATION,no,2021-10-01 to 2022-03-31,,,,71.79%,,
Drydens Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,40.00%,,,
Elderbridge Limited,TECH MAHINDRA LIMITED,no,2021-10-01 to 2022-03-31,,,50.26%,33.33%,,
Equiniti Financial Services Limited,EQUINITI GROUP PLC,no,2022-01-01 to 2022-06-30,,38.46%,,,27.28%,
ERGO TRAVEL INSURANCE SERVICES LTD,NO GROUP,no,2022-01-01 to 2022-06-30,,,,54.60%,,
esure Insurance Limited,ESURE GROUP PLC,yes,2022-01-01 to 2022-06-30,,,,67.46%,,
EUI Limited,ADMIRAL GROUP PLC,yes,2022-01-01 to 2022-06-30,,,,55.25%,,
Europa Group Limited,BLUE BOAR HOLDINGS LIMITED,no,2022-01-01 to 2022-06-30,,,,15.96%,,
Exeter Friendly Society Limited,EXETER FRIENDLY SOCIETY LIMITED,no,2022-01-01 to 2022-06-30,,,,37.90%,,
Experian Limited,NO GROUP,no,2021-10-01 to 2022-03-31,,,,,,
Extracover Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,49.40%,,
Fairmead Insurance Limited,ALLIANZ SE,no,2022-01-01 to 2022-06-30,,,,71.59%,,
Family Equity Plan Limited,FAMILY ASSURANCE FRIENDLY SOCIETY LTD,no,2022-01-01 to 2022-06-30,24.10%,,,,30.38%,
FCE Bank Plc,NO GROUP,no,2022-01-01 to 2022-06-30,45.26%,,,,,
FIL Life Insurance Limited,FIDELITY HOLDINGS LIMITED,no,2022-01-01 to 2022-06-30,,28.05%,,,,
Financial Administration Services Limited,FIDELITY HOLDINGS LIMITED,no,2022-01-01 to 2022-06-30,,58.45%,,,45.11%,
First Central Insurance Management Limited,FIRST CENTRAL GROUP LIMITED,no,2022-01-01 to 2022-06-30,,,,53.83%,,
FirstRand Bank Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,,,
Fortegra Europe Insurance Company Ltd,NO GROUP,no,2022-01-01 to 2022-06-30,,,,47.58%,,
Funding Circle Ltd,NO GROUP,no,2022-01-01 to 2022-06-30,,,,,12.90%,
Gresham Insurance Company Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,39.20%,,
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC,no,2022-01-01 to 2022-06-30,,62.96%,,,54.45%,
Hargreaves Lansdown Asset Management Limited,HARGREAVES LANSDOWN PLC,no,2022-01-01 to 2022-06-30,55.26%,41.61%,,,34.53%,
Hastings Insurance Services Limited,NO GROUP,yes,2022-01-01 to 2022-06-30,,,,61.62%,,
HBOS Investment Fund Managers Limited,LLOYDS BANKING GROUP PLC,no,2022-01-01 to 2022-06-30,,,,,78.06%,
Highway Insurance Company Limited,ALLIANZ SE,no,2022-01-01 to 2022-06-30,,,,51.52%,,
Hiscox Insurance Company Limited,NO GROUP,yes,2022-01-01 to 2022-06-30,,,,45.48%,,
Home Retail Group Card Services Limited,J SAINSBURY PLC,no,2021-09-01 to 2022-02-28,25.68%,,,,,
Homeserve Membership Limited,NO GROUP,no,2021-10-01 to 2022-03-31,,,,37.71%,,
Howserv Limited,STAYSURE HOLDINGS LTD,no,2022-01-01 to 2022-06-30,,,,19.41%,,
HSBC UK Bank Plc,HSBC HOLDINGS PLC,no,2022-01-01 to 2022-06-30,60.83%,57.14%,62.70%,70.91%,64.79%,
I Go 4 Ltd.,NO GROUP,no,2022-01-01 to 2022-06-30,,,,48.02%,,
Insurance Factory Ltd,MARKERSTUDY HOLDINGS LIMITED,no,2022-01-01 to 2022-06-30,,,,61.63%,,
Integra Insurance Solutions Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,60.04%,,
Inter Partner Assistance SA,NO GROUP,no,2022-01-01 to 2022-06-30,,,,87.03%,,
Interactive Investor Services Limited,INTERACTIVE INVESTOR SERVICES LIMITED,no,2022-01-01 to 2022-06-30,,50.71%,,,34.08%,
Invesco Fund Managers Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,,70.54%,
Investec Bank PLC,INVESTEC PLC,no,2021-10-01 to 2022-03-31,28.12%,,57.14%,,48.33%,
Investment Funds Direct Limited,M&G GROUP,no,2022-01-01 to 2022-06-30,,78.67%,,,79.68%,
J D Williams & Company Limited,NO GROUP,no,2021-09-01 to 2022-02-28,,,,,,
J.P. Morgan Europe Limited,JPMORGAN CHASE & CO,no,2022-01-01 to 2022-06-30,64.23%,,,,,
Kensington Mortgage Company Limited,NO GROUP,no,2021-10-01 to 2022-03-31,,,31.86%,,,
Kingfisher Insurance Services Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,20.57%,,
Landmark Mortgages Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,47.90%,,,
Leeds Building Society,LEEDS BUILDING SOCIETY,no,2022-01-01 to 2022-06-30,68.66%,,61.94%,14.29%,,
Legal & General Partnership Services Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,90.59%,10.53%,,
Legal and General Assurance Society Limited,LEGAL & GENERAL GROUP PLC,no,2022-01-01 to 2022-06-30,,63.81%,,55.25%,,
Liverpool Victoria Financial Services Limited,LIVERPOOL VICTORIA FINANCIAL SERVICES LIMITED,no,2022-01-01 to 2022-06-30,,92.45%,,72.49%,92.05%,
Liverpool Victoria Insurance Company Limited,ALLIANZ SE,no,2022-01-01 to 2022-06-30,,,,54.12%,,
Lloyds Bank General Insurance Limited,LLOYDS BANKING GROUP PLC,no,2022-01-01 to 2022-06-30,,,,64.55%,,
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,no,2022-01-01 to 2022-06-30,62.35%,24.44%,63.18%,17.67%,28.98%,
London and Country Mortgages Ltd,NO GROUP,no,2022-01-01 to 2022-06-30,,,66.67%,36.67%,,
M & G Securities Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,,37.59%,
ManyPets Ltd,NO GROUP,no,2021-10-01 to 2022-03-31,,,,31.45%,,
Markerstudy Insurance Services Limited,MARKERSTUDY (INTERNATIONAL) LIMITED,no,2022-01-01 to 2022-06-30,,,,78.40%,,
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,no,2022-01-01 to 2022-06-30,47.87%,,,69.04%,,
Marshmallow Financial Services Ltd,NO GROUP,no,2022-01-01 to 2022-06-30,,,,39.27%,,
MBNA Limited,LLOYDS BANKING GROUP PLC,no,2022-01-01 to 2022-06-30,57.84%,,,26.06%,,
MCE Insurance Limited,NO GROUP,no,2021-12-01 to 2022-05-31,,,,,,
Metro Bank PLC,METRO BANK PLC,no,2022-01-01 to 2022-06-30,49.80%,,49.11%,,28.57%,
Millstream Underwriting Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,86.96%,,
Mitsubishi HC Capital UK PLC,NO GROUP,no,2021-10-01 to 2022-03-31,,,,,,
Monzo Bank Ltd,MONZO BANK LIMITED,no,2021-09-01 to 2022-02-28,28.97%,,,,,
Moorcroft Debt Recovery Limited,NO GROUP,no,2021-08-01 to 2022-01-31,39.86%,,,,,
Mortimer Clarke Solicitors Limited,CABOT CREDIT MANAGEMENT GROUP,no,2022-01-01 to 2022-06-30,25.89%,,,,,
MotoNovo Finance Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,,,
National House-Building Council,NATIONAL HOUSE-BUILDING COUNCIL,no,2021-10-01 to 2022-03-31,,,,53.74%,,
National Westminster Bank Plc,THE ROYAL BANK OF SCOTLAND GROUP,no,2022-01-01 to 2022-06-30,76.65%,31.03%,77.29%,55.37%,59.83%,
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,no,2021-10-05 to 2022-04-04,57.07%,,58.36%,58.15%,25.00%,
Northern Bank Limited,DANSKE BANK A/S,no,2022-01-01 to 2022-06-30,30.63%,,51.47%,,,
One Call Insurance Services Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,14.48%,,
OneSavings Bank Plc,ONESAVINGS BANK PLC,no,2022-01-01 to 2022-06-30,33.19%,,46.44%,100.00%,,
OVO (S) HOME SERVICES LIMITED,SSE PLC,no,2022-01-01 to 2022-06-30,,,,74.84%,,
Paragon Bank Plc,PARAGON BANKING GROUP PLC,yes,2021-10-01 to 2022-03-31,41.84%,,53.68%,33.33%,,
People's Administration Services Limited,NO GROUP,no,2021-10-01 to 2022-03-31,,36.19%,,,,
Pepper (UK) Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,36.81%,,,
Phoenix Life Assurance Limited,PHOENIX GROUP HOLDINGS PLC,no,2022-01-01 to 2022-06-30,,77.39%,,76.34%,81.15%,
Phoenix Life Limited,PHOENIX GROUP HOLDINGS PLC,no,2022-01-01 to 2022-06-30,,66.28%,,68.92%,80.98%,
Pinnacle Insurance Plc,BNP PARIBAS SA,no,2022-01-01 to 2022-06-30,,,,32.08%,,
Plata Finance Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,,23.44%,
Post Office Management Services Limited,POST OFFICE LIMITED,no,2021-10-01 to 2022-03-31,,,,35.98%,,
Principality Building Society,PRINCIPALITY BUILDING SOCIETY,no,2022-01-01 to 2022-06-30,53.76%,,56.36%,28.57%,50.00%,
PSA Finance UK Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,,,
QBE UK Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,68.99%,,
Qmetric Group Limited,NO GROUP,no,2021-10-01 to 2022-03-31,,,,20.48%,,
Quilter Investment Platform Limited,QUILTER PLC,no,2022-01-01 to 2022-06-30,,,,,73.20%,
Quilter Life & Pensions Limited,QUILTER PLC GROUP,no,2022-01-01 to 2022-06-30,,75.69%,,,79.05%,
RAC Motoring Services,NO GROUP,yes,2022-01-01 to 2022-06-30,,,,39.01%,,
RBS Collective Investment Funds Limited,THE ROYAL BANK OF SCOTLAND GROUP,no,2022-01-01 to 2022-06-30,,,,,82.32%,
RCI Financial Services Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,,,
ReAssure Life Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,76.72%,,72.30%,73.45%,
ReAssure Limited,SWISS RE AG,no,2022-01-01 to 2022-06-30,,78.55%,50.00%,52.34%,66.22%,
Reassured Ltd,NO GROUP,no,2021-08-01 to 2022-01-31,,,,62.64%,,
Rock Insurance Services Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,19.02%,,
Royal & Sun Alliance Insurance Limited,RSA INSURANCE UK,no,2022-01-01 to 2022-06-30,,,,62.70%,,
Sabre Insurance Company Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,,,
Saga Services Limited,SAGA PLC,no,2021-08-01 to 2022-01-31,,,,61.12%,,
Sainsbury's Bank Plc,NO GROUP,no,2021-09-01 to 2022-02-28,62.32%,,61.17%,89.53%,,
Santander ISA Managers Limited,SANTANDER UK - GROUP,no,2022-01-01 to 2022-06-30,,,,,48.67%,
Santander UK Plc,SANTANDER UK - GROUP,no,2022-01-01 to 2022-06-30,41.57%,54.55%,53.72%,9.96%,10.47%,
Scottish Equitable Plc,AEGON NV,no,2022-01-01 to 2022-06-30,,63.01%,,50.36%,43.48%,
Scottish Friendly Assurance Society Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,90.72%,,62.08%,80.65%,
