Firm Name,Group,Joint Reporting,Reporting period,Banking and credit cards,Decumulation & pensions,Home finance,Insurance & pure protection,Investments,
BISL Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,37.66%,,
Black Horse Limited,BARCLAYS PLC,no,2022-01-01 to 2022-06-30,,,18.18%,2.73%,,
Bradford & Bingley Limited,UK ASSET RESOLUTION LIMITED,yes,2021-10-01 to 2022-03-31,,,2.78%,57.14%,,
Brightside Insurance Services Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,52.24%,,
British Gas Services Limited,CENTRICA PLC,yes,2022-01-01 to 2022-06-30,,,,76.47%,,
BUPA Insurance Services Limited,THE BRITISH UNITED PROVIDENT ASSOCIATION LTD,yes,2022-01-01 to 2022-06-30,,,,48.33%,,
Cabot Credit Management Group Limited,NO GROUP,no,2022-01-01 to 2022-06-30,20.37%,,13.16%,,,
Call Assist Ltd,CALL ASSIST LIMITED,no,2021-11-01 to 2022-04-30,,,,63.83%,,
Capital One (Europe) plc,CAPITAL ONE FINANCIAL CORPORATION,no,2022-01-01 to 2022-06-30,22.63%,,,50.00%,,
Car Care Plan Ltd,AMTRUST FINANCIAL SERVICES INC,yes,2022-01-01 to 2022-06-30,,,,36.99%,,
Carfinance247 Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,16.39%,,
Carole Nash Insurance Consultants Ltd,ARDONAGH GROUP,no,2022-01-01 to 2022-06-30,,,,45.38%,,
Cater Allen Limited,NO GROUP,no,2022-01-01 to 2022-06-30,51.73%,,,,,
Charter Court Financial Services Limited,NO GROUP,no,2022-01-01 to 2022-06-30,30.04%,,34.31%,,,
Citibank UK Limited,NO GROUP,no,2022-01-01 to 2022-06-30,73.34%,,,66.67%,16.28%,
ClearBank Limited,NO GROUP,no,2022-01-01 to 2022-06-30,12.18%,,,,,
Close Brothers Limited,NO GROUP,no,2021-08-01 to 2022-01-31,58.93%,,,,,
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,yes,2021-10-01 to 2022-03-31,38.31%,50.00%,26.98%,17.86%,7.14%,
Cofunds Limited,AEGON GROUP,no,2022-01-01 to 2022-06-30,,2.08%,,,13.10%,
Columbia Threadneedle Management Limited,NO GROUP,no,2021-11-01 to 2022-04-30,,,,,12.18%,
Connells Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,6.95%,14.04%,,
Corgi Homeplan Ltd,US BANCORP,no,2022-01-01 to 2022-06-30,,,,40.55%,,
Coutts & Company,THE ROYAL BANK OF SCOTLAND GROUP,no,2022-01-01 to 2022-06-30,37.57%,14.29%,7.92%,30.00%,7.69%,
Covea Insurance plc,NO GROUP,yes,2022-01-01 to 2022-06-30,,,,20.66%,,
Coventry Building Society,COVENTRY BUILDING SOCIETY,no,2022-01-01 to 2022-06-30,73.67%,,53.78%,,,
Creation Consumer Finance Ltd,BNP PARIBAS SA,no,2022-01-01 to 2022-06-30,1.20%,,,,,
Creation Financial Services Limited,BNP PARIBAS SA,no,2022-01-01 to 2022-06-30,1.55%,,,,,
Currys Retail Limited,NO GROUP,no,2021-11-01 to 2022-04-30,,,,56.49%,,
Cynergy Bank Limited,CYNERGY CAPITAL LTD,no,2022-01-01 to 2022-06-30,42.79%,,21.43%,,,
DAS Legal Expenses Insurance Company Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,36.56%,,
Devitt Insurance Services Ltd,NO GROUP,no,2022-01-01 to 2022-06-30,,,,79.11%,,
Domestic & General Insurance Plc,CVC CAPITAL PARTNERS ADVISORY GROUP HOLDING FOUNDATION,no,2021-10-01 to 2022-03-31,,,,52.63%,,
Drydens Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,60.00%,,,
Elderbridge Limited,TECH MAHINDRA LIMITED,no,2021-10-01 to 2022-03-31,,,18.60%,33.33%,,
Equiniti Financial Services Limited,EQUINITI GROUP PLC,no,2022-01-01 to 2022-06-30,,15.38%,,,65.42%,
ERGO TRAVEL INSURANCE SERVICES LTD,NO GROUP,no,2022-01-01 to 2022-06-30,,,,22.26%,,
esure Insurance Limited,ESURE GROUP PLC,yes,2022-01-01 to 2022-06-30,,,,45.27%,,
EUI Limited,ADMIRAL GROUP PLC,yes,2022-01-01 to 2022-06-30,,,,45.64%,,
Europa Group Limited,BLUE BOAR HOLDINGS LIMITED,no,2022-01-01 to 2022-06-30,,,,68.70%,,
Exeter Friendly Society Limited,EXETER FRIENDLY SOCIETY LIMITED,no,2022-01-01 to 2022-06-30,,,,85.41%,,
Experian Limited,NO GROUP,no,2021-10-01 to 2022-03-31,,,100.00%,52.17%,,
Extracover Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,49.74%,,
Fairmead Insurance Limited,ALLIANZ SE,no,2022-01-01 to 2022-06-30,,,,29.81%,,
Family Equity Plan Limited,FAMILY ASSURANCE FRIENDLY SOCIETY LTD,no,2022-01-01 to 2022-06-30,56.35%,,,,40.75%,
FCE Bank Plc,NO GROUP,no,2022-01-01 to 2022-06-30,24.21%,,,,,
FIL Life Insurance Limited,FIDELITY HOLDINGS LIMITED,no,2022-01-01 to 2022-06-30,,59.19%,,,,
Financial Administration Services Limited,FIDELITY HOLDINGS LIMITED,no,2022-01-01 to 2022-06-30,,16.64%,,,22.40%,
First Central Insurance Management Limited,FIRST CENTRAL GROUP LIMITED,no,2022-01-01 to 2022-06-30,,,,57.71%,,
FirstRand Bank Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,4.76%,,
Fortegra Europe Insurance Company Ltd,NO GROUP,no,2022-01-01 to 2022-06-30,,,,25.82%,,
Funding Circle Ltd,NO GROUP,no,2022-01-01 to 2022-06-30,,,,,1.61%,
Gresham Insurance Company Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,51.24%,,
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC,no,2022-01-01 to 2022-06-30,,59.26%,,,63.70%,
Hargreaves Lansdown Asset Management Limited,HARGREAVES LANSDOWN PLC,no,2022-01-01 to 2022-06-30,15.79%,10.53%,,,11.54%,
Hastings Insurance Services Limited,NO GROUP,yes,2022-01-01 to 2022-06-30,,,,40.78%,,
HBOS Investment Fund Managers Limited,LLOYDS BANKING GROUP PLC,no,2022-01-01 to 2022-06-30,,,,,38.79%,
Highway Insurance Company Limited,ALLIANZ SE,no,2022-01-01 to 2022-06-30,,,,31.52%,,
Hiscox Insurance Company Limited,NO GROUP,yes,2022-01-01 to 2022-06-30,,,,3.23%,,
Home Retail Group Card Services Limited,J SAINSBURY PLC,no,2021-09-01 to 2022-02-28,46.35%,,,,,
Homeserve Membership Limited,NO GROUP,no,2021-10-01 to 2022-03-31,,,,50.03%,,
Howserv Limited,STAYSURE HOLDINGS LTD,no,2022-01-01 to 2022-06-30,,,,32.19%,,
HSBC UK Bank Plc,HSBC HOLDINGS PLC,no,2022-01-01 to 2022-06-30,70.64%,30.61%,35.33%,16.94%,21.95%,
I Go 4 Ltd.,NO GROUP,no,2022-01-01 to 2022-06-30,,,,50.53%,,
Insurance Factory Ltd,MARKERSTUDY HOLDINGS LIMITED,no,2022-01-01 to 2022-06-30,,,,52.56%,,
Integra Insurance Solutions Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,24.48%,,
Inter Partner Assistance SA,NO GROUP,no,2022-01-01 to 2022-06-30,,,,49.40%,,
Interactive Investor Services Limited,INTERACTIVE INVESTOR SERVICES LIMITED,no,2022-01-01 to 2022-06-30,,11.43%,,,30.28%,
Invesco Fund Managers Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,,10.54%,
Investec Bank PLC,INVESTEC PLC,no,2021-10-01 to 2022-03-31,86.08%,,,,11.67%,
Investment Funds Direct Limited,M&G GROUP,no,2022-01-01 to 2022-06-30,,28.32%,,,24.44%,
J D Williams & Company Limited,NO GROUP,no,2021-09-01 to 2022-02-28,,,,25.93%,,
J.P. Morgan Europe Limited,JPMORGAN CHASE & CO,no,2022-01-01 to 2022-06-30,62.19%,,,,,
Kensington Mortgage Company Limited,NO GROUP,no,2021-10-01 to 2022-03-31,,,35.41%,,,
Kingfisher Insurance Services Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,68.91%,,
Landmark Mortgages Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,1.48%,,,
Leeds Building Society,LEEDS BUILDING SOCIETY,no,2022-01-01 to 2022-06-30,75.84%,,51.48%,57.14%,,
Legal & General Partnership Services Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,0.41%,,,
Legal and General Assurance Society Limited,LEGAL & GENERAL GROUP PLC,no,2022-01-01 to 2022-06-30,,22.70%,,47.04%,,
Liverpool Victoria Financial Services Limited,LIVERPOOL VICTORIA FINANCIAL SERVICES LIMITED,no,2022-01-01 to 2022-06-30,,38.99%,,61.84%,69.89%,
Liverpool Victoria Insurance Company Limited,ALLIANZ SE,no,2022-01-01 to 2022-06-30,,,,41.71%,,
Lloyds Bank General Insurance Limited,LLOYDS BANKING GROUP PLC,no,2022-01-01 to 2022-06-30,,,,20.51%,,
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,no,2022-01-01 to 2022-06-30,50.58%,24.44%,55.31%,36.92%,41.35%,
London and Country Mortgages Ltd,NO GROUP,no,2022-01-01 to 2022-06-30,,,10.91%,,,
M & G Securities Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,,27.71%,
ManyPets Ltd,NO GROUP,no,2021-10-01 to 2022-03-31,,,,21.84%,,
Markerstudy Insurance Services Limited,MARKERSTUDY (INTERNATIONAL) LIMITED,no,2022-01-01 to 2022-06-30,,,,22.54%,,
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,no,2022-01-01 to 2022-06-30,81.38%,,,41.35%,,
Marshmallow Financial Services Ltd,NO GROUP,no,2022-01-01 to 2022-06-30,,,,2.24%,,
MBNA Limited,LLOYDS BANKING GROUP PLC,no,2022-01-01 to 2022-06-30,72.50%,,,11.52%,,
MCE Insurance Limited,NO GROUP,no,2021-12-01 to 2022-05-31,,,,59.77%,,
Metro Bank PLC,METRO BANK PLC,no,2022-01-01 to 2022-06-30,39.87%,,45.56%,,7.14%,
Millstream Underwriting Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,33.70%,,
Monzo Bank Ltd,MONZO BANK LIMITED,no,2021-09-01 to 2022-02-28,10.31%,,,,,
Moorcroft Debt Recovery Limited,NO GROUP,no,2021-08-01 to 2022-01-31,29.53%,,,,,
Mortimer Clarke Solicitors Limited,CABOT CREDIT MANAGEMENT GROUP,no,2022-01-01 to 2022-06-30,63.83%,,,,,
MotoNovo Finance Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,1.52%,,
National House-Building Council,NATIONAL HOUSE-BUILDING COUNCIL,no,2021-10-01 to 2022-03-31,,,,6.53%,,
National Westminster Bank Plc,THE ROYAL BANK OF SCOTLAND GROUP,no,2022-01-01 to 2022-06-30,48.84%,,35.64%,6.51%,11.79%,
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,no,2021-10-05 to 2022-04-04,36.39%,,9.76%,1.74%,7.59%,
Northern Bank Limited,DANSKE BANK A/S,no,2022-01-01 to 2022-06-30,53.70%,,17.65%,,,
One Call Insurance Services Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,69.61%,,
OneSavings Bank Plc,ONESAVINGS BANK PLC,no,2022-01-01 to 2022-06-30,65.11%,,36.61%,,,
OVO (S) HOME SERVICES LIMITED,SSE PLC,no,2022-01-01 to 2022-06-30,,,,41.27%,,
Paragon Bank Plc,PARAGON BANKING GROUP PLC,yes,2021-10-01 to 2022-03-31,19.29%,,37.89%,16.67%,,
People's Administration Services Limited,NO GROUP,no,2021-10-01 to 2022-03-31,,34.32%,,,,
Pepper (UK) Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,28.99%,,,
Phoenix Life Assurance Limited,PHOENIX GROUP HOLDINGS PLC,no,2022-01-01 to 2022-06-30,,46.97%,,32.97%,33.61%,
Phoenix Life Limited,PHOENIX GROUP HOLDINGS PLC,no,2022-01-01 to 2022-06-30,,46.49%,,57.26%,43.61%,
Pinnacle Insurance Plc,BNP PARIBAS SA,no,2022-01-01 to 2022-06-30,,,,59.72%,,
Plata Finance Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,,18.32%,
Post Office Management Services Limited,POST OFFICE LIMITED,no,2021-10-01 to 2022-03-31,,,,23.83%,,
Principality Building Society,PRINCIPALITY BUILDING SOCIETY,no,2022-01-01 to 2022-06-30,50.94%,,42.86%,71.43%,25.00%,
PSA Finance UK Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,,,
QBE UK Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,10.54%,,
Qmetric Group Limited,NO GROUP,no,2021-10-01 to 2022-03-31,,,,37.99%,,
Quilter Investment Platform Limited,QUILTER PLC,no,2022-01-01 to 2022-06-30,,,,,1.20%,
Quilter Life & Pensions Limited,QUILTER PLC GROUP,no,2022-01-01 to 2022-06-30,,0.69%,,,0.68%,
RAC Motoring Services,NO GROUP,yes,2022-01-01 to 2022-06-30,,,,20.85%,,
RBS Collective Investment Funds Limited,THE ROYAL BANK OF SCOTLAND GROUP,no,2022-01-01 to 2022-06-30,,,,,8.71%,
RCI Financial Services Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,,,
ReAssure Life Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,16.72%,,20.61%,24.86%,
ReAssure Limited,SWISS RE AG,no,2022-01-01 to 2022-06-30,,20.63%,,24.46%,19.97%,
Reassured Ltd,NO GROUP,no,2021-08-01 to 2022-01-31,,,,71.62%,,
Rock Insurance Services Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,47.44%,,
Royal & Sun Alliance Insurance Limited,RSA INSURANCE UK,no,2022-01-01 to 2022-06-30,,,,50.83%,,
Saga Services Limited,SAGA PLC,no,2021-08-01 to 2022-01-31,,,,81.71%,,
Sainsbury's Bank Plc,NO GROUP,no,2021-09-01 to 2022-02-28,60.76%,,3.88%,5.52%,,
Santander ISA Managers Limited,SANTANDER UK - GROUP,no,2022-01-01 to 2022-06-30,,,,,24.23%,
Santander UK Plc,SANTANDER UK - GROUP,no,2022-01-01 to 2022-06-30,68.79%,36.36%,43.45%,11.16%,5.81%,
Scottish Equitable Plc,AEGON NV,no,2022-01-01 to 2022-06-30,,16.68%,,36.56%,8.70%,
Scottish Friendly Assurance Society Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,0.90%,,4.78%,1.43%,
Scottish Widows Administration Services Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,3.97%,,,,
Scottish Widows Limited,LLOYDS BANKING GROUP PLC,no,2022-01-01 to 2022-06-30,,17.48%,,15.20%,13.46%,
Scottish Widows Unit Trust Managers Limited,LLOYDS BANKING GROUP PLC,no,2022-01-01 to 2022-06-30,,,,,33.45%,
Secure Trust Bank Plc,NO GROUP,no,2022-01-01 to 2022-06-30,16.80%,,,,,
Shawbrook Bank Limited,SHAWBROOK GROUP PLC,no,2022-01-01 to 2022-06-30,6.87%,,14.49%,,,
Shop Direct Finance Company Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,1.45%,,
Simplyhealth Access,SIMPLYHEALTH GROUP LIMITED,no,2022-01-01 to 2022-06-30,,,,31.86%,,
Skipton Building Society,SKIPTON BUILDING SOCIETY,no,2022-01-01 to 2022-06-30,43.55%,2.86%,30.46%,,1.38%,
Society of Lloyd's,SOCIETY OF LLOYD'S,no,2022-01-01 to 2022-06-30,,,,42.55%,,
Somerset Bridge Insurance Services Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,59.21%,,
St James's Place UK plc,ST. JAMES'S PLACE PLC,no,2022-01-01 to 2022-06-30,,7.91%,,6.25%,7.73%,
St. James's Place Wealth Management Plc,NO GROUP,no,2022-01-01 to 2022-06-30,,0.74%,,,0.57%,
Standard Life Assurance Limited,PHOENIX GROUP HOLDINGS PLC,no,2022-01-01 to 2022-06-30,,42.89%,,52.38%,42.57%,
Starling Bank Limited,NO GROUP,no,2021-10-01 to 2022-03-31,37.26%,,,,,
Studio Retail Limited,NO GROUP,no,2021-11-01 to 2022-04-30,,,,10.71%,,
Sun Life Assurance Company of Canada (U.K.) Limited,SUN LIFE FINANCIAL INC.,no,2022-01-01 to 2022-06-30,,1.76%,,0.16%,,
Target Servicing Limited,NO GROUP,no,2021-10-01 to 2022-03-31,,,14.29%,,,
Telefonica Seguros y Reaseguros Compania Aseguradora S.A.U.,NO GROUP,no,2022-01-01 to 2022-06-30,,,,19.34%,,
Telefonica UK Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,,,
Temple Finance Limited,NO GROUP,no,2021-10-01 to 2022-03-31,,,,10.61%,,
Tesco Personal Finance PLC,TESCO PLC,no,2021-09-01 to 2022-02-28,46.80%,,,54.15%,,
Tesco Underwriting Limited,AGEAS SA-NV,no,2021-09-01 to 2022-02-28,,,,54.69%,,
The Co-operative Bank Plc,CO-OPERATIVE BANK HOLDINGS (THE),no,2022-01-01 to 2022-06-30,72.07%,,23.10%,30.77%,200.00%,
The Mortgage Business Plc,LLOYDS BANKING GROUP PLC,no,2022-01-01 to 2022-06-30,,,51.09%,,,
The Mortgage Works (UK) Plc,NATIONWIDE BUILDING SOCIETY,no,2021-10-01 to 2022-03-31,,,5.56%,,,
The National Farmers' Union Mutual Insurance Society Limited,NFU MUTUAL INSURANCE SOCIETY LIMITED,yes,2022-01-01 to 2022-06-30,,5.43%,,22.22%,4.17%,
The Prudential Assurance Company Limited,PRUDENTIAL PLC,yes,2022-01-01 to 2022-06-30,,35.66%,16.67%,34.29%,40.74%,
The Royal Bank of Scotland Plc,THE ROYAL BANK OF SCOTLAND GROUP,no,2022-01-01 to 2022-06-30,46.00%,,31.05%,2.90%,8.82%,
The Royal London Mutual Insurance Society Limited,THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LTD,no,2022-01-01 to 2022-06-30,,23.12%,,38.10%,31.59%,
Topaz Finance Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,3.30%,,,
TSB Bank plc,BANCO DE SABADELL SA,no,2022-01-01 to 2022-06-30,77.42%,,55.46%,75.76%,,
U K Insurance Limited,DIRECT LINE INSURANCE GROUP PLC,no,2022-01-01 to 2022-06-30,,,,57.83%,,
UBS AG,NO GROUP,no,2022-01-01 to 2022-06-30,42.11%,,11.11%,,57.56%,
UK General Insurance Limited,NO GROUP,no,2021-10-01 to 2022-03-31,,,,13.95%,,
UK Warranty Limited,NO GROUP,no,2021-10-01 to 2022-03-31,,,,88.35%,,
Unum Ltd,NO GROUP,no,2022-01-01 to 2022-06-30,,,,18.16%,,
"Vanguard Asset Management, Ltd",VANGUARD ASSET MANAGEMENT LTD,no,2022-01-01 to 2022-06-30,,19.40%,,,27.15%,
Vanquis Bank Limited,PROVIDENT FINANCIAL PLC,no,2022-01-01 to 2022-06-30,19.39%,,,,,
Vitality Corporate Services Limited,NO GROUP,yes,2022-01-01 to 2022-06-30,,15.38%,,45.81%,,
Vodafone Limited,NO GROUP,no,2021-10-01 to 2022-03-31,,,,2.84%,,
Volkswagen Financial Services (UK) Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,,,
Wescot Credit Services Limited,NO GROUP,no,2022-01-01 to 2022-06-30,57.88%,,,,,
Xbridge Limited,NO GROUP,no,2022-01-01 to 2022-06-30,,,,20.19%,,
Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,no,2022-01-01 to 2022-06-30,50.67%,,35.39%,63.64%,,
Zopa Bank Limited,NO GROUP,no,2022-01-01 to 2022-06-30,21.94%,,,,,
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG,no,2022-01-01 to 2022-06-30,,34.36%,,28.67%,39.36%,
Zurich Insurance PLC,NO GROUP,no,2022-01-01 to 2022-06-30,,,,31.27%,,
Accord Mortgages Limited,ACCORD MORTGAGES LIMITED,no,2021-07-01 to 2021-12-31,33.30%,,38.90%,,,
Acm Ulr Limited,NO GROUP,no,2021-07-01 to 2021-12-31,,,,2.40%,,
Adrian Flux Insurance Services Group,NO GROUP,no,2021-03-01 to 2021-08-31,,,,95.10%,,
Advanced Payment Solutions Limited,NO GROUP,no,2021-04-01 to 2021-09-30,34.50%,,,,,
Advisory Insurance Brokers Limited,NO GROUP,no,2021-07-01 to 2021-12-31,,,,56.20%,,
Ageas Insurance Limited,AGEAS SA-NV,no,2021-07-01 to 2021-12-31,,,,39.50%,,
Ageas Retail Limited,AGEAS SA-NV,no,2021-07-01 to 2021-12-31,,,,47.40%,,
AIB Group (UK) Plc,AIB GROUP PUBLIC LIMITED COMPANY,no,2021-07-01 to 2021-12-31,27.90%,,39.40%,0.00%,0.00%,
Aioi Nissay Dowa Insurance UK Limited,NO GROUP,no,2021-07-01 to 2021-12-31,,,,29.60%,,
AJ Bell Management Limited,NO GROUP,no,2021-04-01 to 2021-09-30,60.00%,40.10%,,,,
AJ Bell Securities Limited,AJ BELL PLC,no,2021-04-01 to 2021-09-30,,50.00%,,,61.50%,
Aldermore Bank Plc,FIRSTRAND LIMITED,no,2021-07-01 to 2021-12-31,40.40%,,4.10%,,,
Allianz Insurance Plc,ALLIANZ SE,no,2021-07-01 to 2021-12-31,,,,37.50%,,
American Express Services Europe Limited (AESEL),AMERICAN EXPRESS,no,2021-07-01 to 2021-12-31,14.50%,,,0.00%,,
AMERICAN INTERNATIONAL GROUP UK LIMITED,"AMERICAN INTERNATIONAL GROUP, INC. (AIG)",no,2021-06-01 to 2021-11-30,,,,33.20%,,
Amtrust Europe Limited,AMTRUST FINANCIAL SERVICES INC,no,2021-07-01 to 2021-12-31,,,,13.60%,,
Animal Friends Insurance Services Ltd,NO GROUP,no,2021-07-01 to 2021-12-31,,,,7.30%,,
Arthur J. Gallagher Insurance Brokers Limited,ARTHUR J. GALLAGHER (UK) LTD,no,2021-07-01 to 2021-12-31,,,,40.30%,,
Assurant General Insurance Limited,ASSURANT INC,no,2021-07-01 to 2021-12-31,,,,46.60%,,
Astrenska Insurance Limited,NO GROUP,no,2021-05-01 to 2021-10-31,,,,37.20%,,
Asurion Europe Limited,NEW ASURION CORP,no,2021-07-01 to 2021-12-31,,,,21.00%,,
ATLANTA 1 INSURANCE SERVICES LIMITED,ARDONAGH GROUP,no,2021-07-01 to 2021-12-31,,,,32.40%,,
Atlanta Insurance Intermediaries Limited,ARDONAGH GROUP LIMITED,no,2021-07-01 to 2021-12-31,,,,36.80%,,
Atom Bank PLC,ATOM BANK PLC,no,2021-04-01 to 2021-09-30,42.20%,,33.10%,,,
Automobile Association Insurance Services Limited,NO GROUP,no,2021-02-01 to 2021-07-31,,,,60.50%,,
Aviva Insurance Limited,AVIVA PLC,no,2021-07-01 to 2021-12-31,,,,43.70%,,
Aviva Life Services UK Limited,AVIVA PLC,no,2021-07-01 to 2021-12-31,16.70%,33.80%,47.60%,39.20%,34.20%,
AWP Assistance UK Ltd,ALLIANZ SE,no,2021-07-01 to 2021-12-31,,,,45.20%,,
AXA Insurance UK Plc,AXA SA,no,2021-07-01 to 2021-12-31,,,,50.20%,,
AXA PPP Healthcare Limited,AXA SA,no,2021-07-01 to 2021-12-31,,,,79.50%,,
B & C E Financial Services Limited,B&CE HOLDINGS LIMITED,no,2021-04-01 to 2021-09-30,,58.20%,,,,
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP PLC,yes,2021-07-01 to 2021-12-31,28.30%,,28.30%,31.20%,0.00%,
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,no,2021-07-01 to 2021-12-31,59.40%,0.00%,55.60%,25.00%,18.10%,
Barclays Bank Plc,BARCLAYS PLC,no,2021-07-01 to 2021-12-31,71.50%,0.00%,0.00%,,7.70%,
Barclays Bank UK PLC,BARCLAYS PLC,yes,2021-07-01 to 2021-12-31,65.40%,33.00%,46.80%,8.00%,19.70%,
BISL Limited,NO GROUP,no,2021-07-01 to 2021-12-31,,,,39.70%,,
Black Horse Limited,LLOYDS BANKING GROUP PLC,no,2021-07-01 to 2021-12-31,,,20.00%,6.30%,,
BMO Asset Management Limited,NO GROUP,no,2021-05-01 to 2021-10-31,,,,,13.40%,
Bought By Many Ltd,NO GROUP,no,2021-04-01 to 2021-09-30,,,,24.50%,,
Bradford & Bingley Limited,UK ASSET RESOLUTION LIMITED,yes,2021-04-01 to 2021-09-30,,0.00%,4.70%,22.20%,0.00%,
Brightside Insurance Services Limited,NO GROUP,no,2021-07-01 to 2021-12-31,,,,33.40%,,
British Gas Services Limited,CENTRICA PLC,yes,2021-07-01 to 2021-12-31,,,,76.10%,,
BUPA Insurance Services Limited,THE BRITISH UNITED PROVIDENT ASSOCIATION LTD,yes,2021-07-01 to 2021-12-31,,,,51.90%,,
Cabot Credit Management Group Limited,ENCORE CAPITAL GROUP COMPANY,no,2021-07-01 to 2021-12-31,21.80%,,7.50%,,,
Call Assist Ltd,CALL ASSIST LIMITED,no,2021-05-01 to 2021-10-31,,,,60.80%,,
Capital One (Europe) plc,CAPITAL ONE FINANCIAL CORPORATION,no,2021-07-01 to 2021-12-31,22.90%,,,46.40%,,
Car Care Plan Ltd,AMTRUST FINANCIAL SERVICES INC,no,2021-07-01 to 2021-12-31,,,,42.70%,,
Carole Nash Insurance Consultants Ltd,ARDONAGH GROUP,no,2021-07-01 to 2021-12-31,,,,21.50%,,
Charter Court Financial Services Limited,CHARTER COURT FINANCIAL SERVICES GROUP PLC,no,2021-07-01 to 2021-12-31,30.10%,,34.00%,,,
Citibank UK Limited,CITIGROUP INC,no,2021-07-01 to 2021-12-31,65.50%,,,0.00%,12.50%,
ClearBank Limited,NO GROUP,no,2021-07-01 to 2021-12-31,5.00%,,,,,
Close Brothers Limited,CLOSE BROTHERS GROUP PLC,no,2021-02-01 to 2021-07-31,75.40%,,,17.40%,,
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,no,2021-04-01 to 2021-09-30,34.20%,40.00%,24.80%,13.70%,15.40%,
Co-op Insurance Services Limited,NO GROUP,no,2021-07-01 to 2021-12-31,,,,66.50%,,
Cofunds Limited,AEGON GROUP,no,2021-07-01 to 2021-12-31,,2.10%,,,4.80%,
Connells Limited,NO GROUP,no,2021-07-01 to 2021-12-31,,,16.10%,22.40%,,
Corgi Homeplan Ltd,US BANCORP,no,2021-07-01 to 2021-12-31,,,,41.80%,,
Coutts & Company,THE ROYAL BANK OF SCOTLAND GROUP,no,2021-07-01 to 2021-12-31,46.70%,0.00%,9.30%,55.60%,15.90%,
Covea Insurance plc,NO GROUP,yes,2021-07-01 to 2021-12-31,,,,32.00%,,
Coventry Building Society,COVENTRY BUILDING SOCIETY,yes,2021-07-01 to 2021-12-31,74.80%,,52.40%,12.50%,,
Creation Consumer Finance Ltd,BNP PARIBAS SA,no,2021-07-01 to 2021-12-31,2.20%,,,,,
Creation Financial Services Limited,BNP PARIBAS SA,no,2021-07-01 to 2021-12-31,2.40%,,,0.00%,,
Curtis Banks Limited,CURTIS BANKS GROUP,no,2021-07-01 to 2021-12-31,,17.20%,,,,
Cynergy Bank Limited,CYNERGY CAPITAL LTD,no,2021-07-01 to 2021-12-31,19.00%,,0.00%,,,
DAS Legal Expenses Insurance Company Limited,NO GROUP,no,2021-07-01 to 2021-12-31,,,,26.00%,,
Devitt Insurance Services Ltd,NO GROUP,no,2021-07-01 to 2021-12-31,,,,74.20%,,
Domestic & General Insurance Plc,CVC CAPITAL PARTNERS ADVISORY GROUP HOLDING FOUNDATION,no,2021-04-01 to 2021-09-30,,,,39.10%,,
Drydens Limited,NO GROUP,no,2021-07-01 to 2021-12-31,,,28.60%,,,
Elderbridge Limited,TECH MAHINDRA LIMITED,no,2021-04-01 to 2021-09-30,,,10.30%,,,
